no;Jenis Penugasan;kluster;ragam;provinsi;kab/kota;latitude;longitude;Tahun Pendataan;Jenis Bantuan;Dampak
8263;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8264;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8265;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8266;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8267;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8268;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8269;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8270;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8271;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8272;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8273;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8274;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8275;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8276;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8277;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8278;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8279;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8280;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8281;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8282;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8283;Non-Residensial;anak;AMPK;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8284;Non-Residensial;anak;AMPK;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8285;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8286;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8287;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8288;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8289;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8290;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8291;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8292;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8293;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8294;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8295;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8296;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8297;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8298;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8299;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8300;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8301;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8302;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8303;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8304;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8305;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8306;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8307;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8308;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8309;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8310;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8311;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8312;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8313;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8314;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8315;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8316;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8317;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8318;Non-Residensial;anak;AMPK;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8319;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8320;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8321;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8322;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8323;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8324;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8325;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8326;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8327;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8328;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8329;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8330;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8331;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8332;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8333;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8334;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8335;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8336;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8337;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8338;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8339;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8340;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8341;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8342;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8343;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8344;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8345;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8346;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8347;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8348;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8349;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8350;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8351;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8352;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8353;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8354;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8355;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8356;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8357;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8358;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8359;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8360;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8361;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8362;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8363;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8364;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8365;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8366;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8367;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8368;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8369;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8370;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8371;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8372;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8373;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8374;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8375;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8376;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8377;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8378;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8379;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8380;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8381;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8382;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8383;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8384;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8385;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8386;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8387;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8388;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8389;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8390;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8391;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8392;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8393;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8394;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8395;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8396;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8397;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8398;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8399;Non-Residensial;anak;AMPK;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8400;Non-Residensial;anak;AMPK;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8401;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8402;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Nagekeo;-8.87210000;121.20963000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8403;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2022;sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8404;Non-Residensial;anak;AMPK;NTT;Kab. Alor;-8.30000000;124.56667000;2022;sembako dan Perlengkapan Sekolah;Peningkatan akses makanan dan pengurangan beban ekonomi
8405;Non-Residensial;anak;AMPK;NTT;Kab. Manggarai;-8.56667000;120.41667000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8406;Non-Residensial;anak;AMPK;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8407;Non-Residensial;anak;ABH;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2022;Kebutuhan Bayi;Peningkatan kesehatan fisik dan kesejahteraan
8408;Non-Residensial;anak;ABH;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8409;Non-Residensial;anak;ABH;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8410;Non-Residensial;anak;ABH;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8411;Non-Residensial;anak;ABH;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8412;Non-Residensial;anak;ABH;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8413;Non-Residensial;anak;ABH;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8414;Non-Residensial;anak;ABH;NTT;Kab. Sumba Timur;-9.88333000;120.25000000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8415;Non-Residensial;anak;AMPK;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2022;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
8416;Non-Residensial;anak;AMPK;NTT;Kab. Ngada;-8.66667000;121.00000000;2022;sembako dan Kebutuhan Bayi;Peningkatan akses makanan dan pengurangan beban ekonomi
8417;Non-Residensial;Kelompok Rentan;Bencana Alam;NTT;Kab. Rote Ndao;-10.73617000;123.12054000;2022;tongkat;Peningkatan keseimbangan dan mobilitas
8418;Non-Residensial;Penyandang Disabilitas;Ganda;NTT;Kab. Rote Ndao;-10.73617000;123.12054000;2022;tongkat;Peningkatan keseimbangan dan mobilitas
8419;Non-Residensial;Penyandang Disabilitas;Ganda;NTT;Kab. Rote Ndao;-10.73617000;123.12054000;2022;tongkat;Peningkatan keseimbangan dan mobilitas
8420;Non-Residensial;Penyandang Disabilitas;Ganda;NTT;Kab. Rote Ndao;-10.73617000;123.12054000;2022;tongkat;Peningkatan keseimbangan dan mobilitas
8421;Non-Residensial;Penyandang Disabilitas;Ganda;NTT;Kab. Rote Ndao;-10.73617000;123.12054000;2022;tongkat;Peningkatan keseimbangan dan mobilitas
8422;Non-Residensial;Penyandang Disabilitas;Ganda;NTT;Kab. Rote Ndao;-10.73617000;123.12054000;2022;tongkat;Peningkatan keseimbangan dan mobilitas
8423;Non-Residensial;Penyandang Disabilitas;Ganda;NTT;Kab. Rote Ndao;-10.73617000;123.12054000;2022;tongkat;Peningkatan keseimbangan dan mobilitas
8424;Non-Residensial;Penyandang Disabilitas;Ganda;NTT;Kab. Rote Ndao;-10.73617000;123.12054000;2022;tongkat;Peningkatan keseimbangan dan mobilitas
